,parent,fitness,sigma,sigma_v,covar
0,[-5.43281158 -3.80187395],43.96968721251164,1.0,[-1.82934327 -0.55684072],"[[1. 0.]
 [0. 1.]]"
1,[-5.43281158 -3.80187395],43.96968721251164,0.8909472522884108,[-0.20078902  0.56421793],"[[1. 0.]
 [0. 1.]]"
2,[-5.6336006  -3.23765602],42.219872224929716,1.4139824580805163,[-0.57779358  1.32969168],"[[1. 0.]
 [0. 1.]]"
3,[-5.6336006  -3.23765602],42.219872224929716,1.259783785810849,[-0.39572889  0.26951268],"[[1. 0.]
 [0. 1.]]"
4,[-5.6336006  -3.23765602],42.219872224929716,1.1224009024456676,[ 0.82744377 -0.29415374],"[[1. 0.]
 [0. 1.]]"
5,[-4.80615683 -3.53180975],35.572823621842566,1.781312174110803,[ 1.0611297 -1.4689665],"[[1. 0.]
 [0. 1.]]"
6,[-4.80615683 -3.53180975],35.572823621842566,1.587055186991915,[0.49744903 1.40909017],"[[1. 0.]
 [0. 1.]]"
7,[-4.3087078  -2.12271959],23.070901368368894,2.518744166557942,[-2.61472435 -1.93700966],"[[1. 0.]
 [0. 1.]]"
8,[-4.3087078  -2.12271959],23.070901368368894,2.244068194412262,[-1.10846912 -1.33823898],"[[1. 0.]
 [0. 1.]]"
9,[-4.3087078  -2.12271959],23.070901368368894,1.9993463917594199,[-2.60879385  1.97128366],"[[1. 0.]
 [0. 1.]]"
10,[-4.3087078  -2.12271959],23.070901368368894,1.7813121741108036,[0.20066119 1.11542335],"[[1. 0.]
 [0. 1.]]"
11,[-4.10804661 -1.00729624],17.890692686233212,2.8270407255743955,[-5.11583464  3.47506706],"[[1. 0.]
 [0. 1.]]"
12,[-4.10804661 -1.00729624],17.890692686233212,2.518744166557943,[0.46205602 1.6493072 ],"[[1. 0.]
 [0. 1.]]"
13,[-3.6459906   0.64201096],13.705425491680383,3.9973859942414105,[ 2.80530582 -2.11640439],"[[1. 0.]
 [0. 1.]]"
14,[-0.84068478 -1.47439343],2.880586889356169,6.344072176569663,[-4.29207565  6.34721731],"[[1. 0.]
 [0. 1.]]"
15,[-0.84068478 -1.47439343],2.880586889356169,5.652233674034099,[-11.30012773   6.95776271],"[[1. 0.]
 [0. 1.]]"
16,[-0.84068478 -1.47439343],2.880586889356169,5.035842061172709,[0.90843847 6.63723712],"[[1. 0.]
 [0. 1.]]"
17,[-0.84068478 -1.47439343],2.880586889356169,4.486669647360232,[ 3.19789994 -4.33243257],"[[1. 0.]
 [0. 1.]]"
18,[-0.84068478 -1.47439343],2.880586889356169,3.997385994241412,[ 2.5026126  -5.42589797],"[[1. 0.]
 [0. 1.]]"
19,[-0.84068478 -1.47439343],2.880586889356169,3.561460067905563,[-4.49611001 -1.99764949],"[[1. 0.]
 [0. 1.]]"
20,[-0.84068478 -1.47439343],2.880586889356169,3.173073061635358,[1.35599702 4.44200707],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
21,[-0.84068478 -1.47439343],2.880586889356169,2.8270407255743972,[1.43227948 4.43310218],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
22,[-0.84068478 -1.47439343],2.880586889356169,2.518744166557944,[-8.07826211  2.491764  ],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
23,[-0.84068478 -1.47439343],2.880586889356169,2.2440681944122636,[-1.75545716 -1.6085339 ],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
24,[-0.84068478 -1.47439343],2.880586889356169,1.9993463917594214,[-3.10764091 -2.73899194],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
25,[-0.84068478 -1.47439343],2.880586889356169,1.781312174110805,[5.04575069 4.02989523],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
26,[-0.84068478 -1.47439343],2.880586889356169,1.5870551869919167,[-4.99136396 -4.72838895],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
27,[-0.84068478 -1.47439343],2.880586889356169,1.4139824580805183,[-1.32306792 -2.21069643],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
28,[-0.84068478 -1.47439343],2.880586889356169,1.2597837858108507,[1.69392581 1.15268071],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
29,[ 0.85324103 -0.32171273],0.8315193396852655,1.9993463917594219,[-4.82539302 -2.73944359],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
30,[ 0.85324103 -0.32171273],0.8315193396852655,1.7813121741108053,[-2.47680441 -1.67619163],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
31,[ 0.85324103 -0.32171273],0.8315193396852655,1.5870551869919172,[1.94979786 3.74895145],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
32,[ 0.85324103 -0.32171273],0.8315193396852655,1.4139824580805185,[-4.41180278 -2.78065853],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
33,[ 0.85324103 -0.32171273],0.8315193396852655,1.259783785810851,[-1.8984422 -1.8048595],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
34,[ 0.85324103 -0.32171273],0.8315193396852655,1.1224009024456694,[-4.44110569 -3.59596179],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
35,[ 0.85324103 -0.32171273],0.8315193396852655,1.0000000000000018,[-0.88602501 -0.69669771],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
36,[ 0.85324103 -0.32171273],0.8315193396852655,0.8909472522884123,[-2.72881516 -1.77210402],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
37,[ 0.85324103 -0.32171273],0.8315193396852655,0.7937870063602704,[ 1.29833333 -1.48329167],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
38,[ 0.85324103 -0.32171273],0.8315193396852655,0.7072223522189262,[1.01502239 0.43689156],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
39,[ 0.85324103 -0.32171273],0.8315193396852655,0.6300978114663989,[0.11279381 0.57723742],"[[2.69204183 1.12887459]
 [1.12887459 2.37344209]]"
40,[ 0.85324103 -0.32171273],0.8315193396852655,0.5613839137989292,[0.5125896  1.54191475],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
41,[ 0.85324103 -0.32171273],0.8315193396852655,0.50016345547807,[ 0.09337824 -1.20081634],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
42,[ 0.85324103 -0.32171273],0.8315193396852655,0.44561925635326327,[1.08214836 0.34261279],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
43,[ 0.85324103 -0.32171273],0.8315193396852655,0.39702325201474487,[-1.83601913 -0.65040904],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
44,[ 0.85324103 -0.32171273],0.8315193396852655,0.3537267754771462,[-0.97760148  0.00662221],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
45,[-0.12436044 -0.31509051],0.1147475518403303,0.5613839137989293,[-1.06630139 -0.65593856],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
46,[-0.12436044 -0.31509051],0.1147475518403303,0.5001634554780701,[-0.9568839  -0.71488405],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
47,[-0.12436044 -0.31509051],0.1147475518403303,0.4456192563532634,[1.44685302 1.04714207],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
48,[-0.12436044 -0.31509051],0.1147475518403303,0.3970232520147449,[-0.58338031 -0.38980065],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
49,[-0.12436044 -0.31509051],0.1147475518403303,0.3537267754771462,[0.84056737 0.42827697],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
50,[-0.12436044 -0.31509051],0.1147475518403303,0.315151898672203,[0.80399036 0.12959363],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
51,[-0.12436044 -0.31509051],0.1147475518403303,0.28078371817547493,[0.16900712 0.61473943],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
52,[0.04464668 0.29964892],0.09178280174045401,0.44561925635326344,[2.25808156 0.7479891 ],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
53,[0.04464668 0.29964892],0.09178280174045401,0.397023252014745,[-0.50359015 -1.18946817],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
54,[0.04464668 0.29964892],0.09178280174045401,0.35372677547714626,[-0.23418568 -0.54229857],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
55,[0.04464668 0.29964892],0.09178280174045401,0.31515189867220306,[1.20450243 1.04604369],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
56,[0.04464668 0.29964892],0.09178280174045401,0.280783718175475,[ 0.74438151 -0.10553629],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
57,[0.04464668 0.29964892],0.09178280174045401,0.25016348219576295,[ 0.10927934 -0.18199171],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
58,[0.15392602 0.11765721],0.03753643795805399,0.3970232520147451,[ 0.87153044 -0.32159362],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
59,[0.15392602 0.11765721],0.03753643795805399,0.35372677547714637,[-0.84104017 -0.17464953],"[[5.45813606 1.93484139]
 [1.93484139 2.28528089]]"
60,[0.15392602 0.11765721],0.03753643795805399,0.31515189867220317,[ 0.41770483 -0.35777651],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
61,[0.15392602 0.11765721],0.03753643795805399,0.28078371817547504,[-0.11787578 -0.08247802],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
62,[0.03605024 0.03517919],0.0025371950802439034,0.4456192563532636,[0.77707356 0.98429099],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
63,[0.03605024 0.03517919],0.0025371950802439034,0.39702325201474514,[-0.78972329 -0.37738868],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
64,[0.03605024 0.03517919],0.0025371950802439034,0.3537267754771464,[ 0.8589169  -0.06631697],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
65,[0.03605024 0.03517919],0.0025371950802439034,0.3151518986722032,[0.64298419 0.41389279],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
66,[0.03605024 0.03517919],0.0025371950802439034,0.2807837181754751,[-0.4599594  -0.17252243],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
67,[0.03605024 0.03517919],0.0025371950802439034,0.250163482195763,[-0.0324998  -0.26223933],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
68,[0.03605024 0.03517919],0.0025371950802439034,0.2228824670852158,[-0.39566411 -0.51654789],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
69,[0.03605024 0.03517919],0.0025371950802439034,0.19857652163283518,[ 0.58329673 -0.23824486],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
70,[0.03605024 0.03517919],0.0025371950802439034,0.17692120631776467,[0.03983751 0.02707656],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
71,[0.03605024 0.03517919],0.0025371950802439034,0.15762746264036345,[-0.4580879  -0.22685694],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
72,[0.03605024 0.03517919],0.0025371950802439034,0.14043775472462594,[0.00977484 0.09956845],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
73,[0.03605024 0.03517919],0.0025371950802439034,0.12512263168945925,[0.18287946 0.12584978],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
74,[0.03605024 0.03517919],0.0025371950802439034,0.11147766490281855,[-0.18082212  0.11237318],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
75,[0.03605024 0.03517919],0.0025371950802439034,0.09932071923669439,[0.32538583 0.02783678],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
76,[0.03605024 0.03517919],0.0025371950802439034,0.08848952189924157,[-0.11979387 -0.09029333],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
77,[0.03605024 0.03517919],0.0025371950802439034,0.07883949639244443,[0.22442187 0.18869558],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
78,[0.03605024 0.03517919],0.0025371950802439034,0.07024183268265044,[0.11179652 0.1026292 ],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
79,[0.03605024 0.03517919],0.0025371950802439034,0.0625817678243097,[ 0.02021039 -0.06220532],"[[6.08891855 2.51610226]
 [2.51610226 2.15287528]]"
80,[0.03605024 0.03517919],0.0025371950802439034,0.05575705408642,[-0.14699464 -0.10480362],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
81,[0.03605024 0.03517919],0.0025371950802439034,0.049676594133992204,[ 0.05279627 -0.04081844],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
82,[0.03605024 0.03517919],0.0025371950802439034,0.04425922504672694,[-0.26830336 -0.12222565],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
83,[0.03605024 0.03517919],0.0025371950802439034,0.03943263494379578,[-0.07449966  0.01412635],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
84,[0.03605024 0.03517919],0.0025371950802439034,0.03513239775366682,[-0.05769511 -0.04472974],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
85,[-0.02164487 -0.00955055],0.0005597135544289221,0.05575705408642002,[0.13431076 0.05766874],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
86,[-0.02164487 -0.00955055],0.0005597135544289221,0.04967659413399222,[-0.1326344  -0.02457419],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
87,[-0.02164487 -0.00955055],0.0005597135544289221,0.04425922504672695,[0.14787423 0.06904297],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
88,[-0.02164487 -0.00955055],0.0005597135544289221,0.039432634943795786,[ 0.00154783 -0.00327527],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
89,[-0.02164487 -0.00955055],0.0005597135544289221,0.035132397753666826,[0.05135507 0.02045241],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
90,[-0.02164487 -0.00955055],0.0005597135544289221,0.031301113244932996,[ 0.04450739 -0.00849759],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
91,[-0.02164487 -0.00955055],0.0005597135544289221,0.027887640839141435,[-0.04293487  0.00999833],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
92,[-0.02164487 -0.00955055],0.0005597135544289221,0.02484641697843913,[0.0165619  0.02849084],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
93,[-0.00508297  0.01894029],0.0003845712656277858,0.0394326349437958,[-0.01960102  0.06231171],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
94,[-0.00508297  0.01894029],0.0003845712656277858,0.03513239775366684,[0.08183513 0.0162827 ],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
95,[-0.00508297  0.01894029],0.0003845712656277858,0.031301113244933,[-0.05728588  0.02277844],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
96,[-0.00508297  0.01894029],0.0003845712656277858,0.02788764083914144,[0.02725894 0.04151033],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
97,[-0.00508297  0.01894029],0.0003845712656277858,0.024846416978439135,[-0.10759723 -0.04007266],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
98,[-0.00508297  0.01894029],0.0003845712656277858,0.022136846936152466,[0.01552602 0.00799182],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
99,[-0.00508297  0.01894029],0.0003845712656277858,0.019722762952094165,[-0.01164426 -0.00103805],"[[5.02972152 1.78847601]
 [1.78847601 1.66577263]]"
100,[-0.00508297  0.01894029],0.0003845712656277858,0.01757194145970396,[-0.02945493 -0.00199189],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
101,[-0.00508297  0.01894029],0.0003845712656277858,0.01565567296089605,[1.18799771e-02 5.85731125e-05],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
102,[-0.00508297  0.01894029],0.0003845712656277858,0.013948378807236303,[-0.03135261 -0.00194176],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
103,[-0.00508297  0.01894029],0.0003845712656277858,0.012427269772185084,[ 0.02673272 -0.0073574 ],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
104,[-0.00508297  0.01894029],0.0003845712656277858,0.011072041856975126,[-0.00644171 -0.00731511],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
105,[-0.01152468  0.01162518],0.00026796309890963214,0.017571941459703967,[-0.00716051  0.02054269],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
106,[-0.01152468  0.01162518],0.00026796309890963214,0.015655672960896056,[-0.02216687  0.00586714],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
107,[-0.01152468  0.01162518],0.00026796309890963214,0.01394837880723631,[ 0.01472645 -0.00755693],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
108,[0.00320177 0.00406825],2.6802011970758984e-05,0.022136846936152484,[-0.03897018 -0.0137329 ],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
109,[0.00320177 0.00406825],2.6802011970758984e-05,0.01972276295209418,[0.06803721 0.03581646],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
110,[0.00320177 0.00406825],2.6802011970758984e-05,0.017571941459703973,[ 0.03989337 -0.00337714],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
111,[0.00320177 0.00406825],2.6802011970758984e-05,0.01565567296089606,[ 0.00407351 -0.00620302],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
112,[0.00320177 0.00406825],2.6802011970758984e-05,0.013948378807236312,[-0.00272464  0.00587433],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
113,[0.00320177 0.00406825],2.6802011970758984e-05,0.012427269772185091,[ 0.00029141 -0.00880341],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
114,[0.00320177 0.00406825],2.6802011970758984e-05,0.011072041856975131,[-0.00450721 -0.00953001],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
115,[0.00320177 0.00406825],2.6802011970758984e-05,0.009864605269694265,[0.00743062 0.00141407],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
116,[0.00320177 0.00406825],2.6802011970758984e-05,0.008788842959943883,[-0.00668544  0.00044502],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
117,[0.00320177 0.00406825],2.6802011970758984e-05,0.007830395485956345,[ 1.39671712e-02 -9.94480798e-05],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
118,[0.00320177 0.00406825],2.6802011970758984e-05,0.006976469342544381,[0.01057894 0.00063161],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
119,[0.00320177 0.00406825],2.6802011970758984e-05,0.0062156661914142515,[0.00043316 0.00248005],"[[2.86473304 0.14350364]
 [0.14350364 0.38921078]]"
120,[0.00320177 0.00406825],2.6802011970758984e-05,0.005537830714382498,[ 0.00039326 -0.00321313],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
121,[0.00359503 0.00085512],1.3655449492910089e-05,0.008788842959943885,[0.00154726 0.00081176],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
122,[0.00359503 0.00085512],1.3655449492910089e-05,0.007830395485956347,[-0.00496559 -0.00183532],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
123,[-0.00137056 -0.0009802 ],2.8392439389418903e-06,0.012427269772185095,[0.00111217 0.00248345],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
124,[-0.0002584   0.00150325],2.326533941224268e-06,0.019722762952094186,[-0.00338912  0.01457256],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
125,[-0.0002584   0.00150325],2.326533941224268e-06,0.01757194145970398,[0.01040729 0.00098435],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
126,[-0.0002584   0.00150325],2.326533941224268e-06,0.015655672960896067,[-0.00123666 -0.00382463],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
127,[-0.0002584   0.00150325],2.326533941224268e-06,0.013948378807236319,[ 1.24182473e-03 -5.20862498e-05],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
128,[-0.0002584   0.00150325],2.326533941224268e-06,0.012427269772185098,[-0.00014294  0.01004214],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
129,[-0.0002584   0.00150325],2.326533941224268e-06,0.011072041856975138,[-0.00268914  0.00093679],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
130,[-0.0002584   0.00150325],2.326533941224268e-06,0.009864605269694272,[-0.00593892 -0.0057404 ],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
131,[-0.0002584   0.00150325],2.326533941224268e-06,0.00878884295994389,[-0.00455841 -0.00552613],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
132,[-0.0002584   0.00150325],2.326533941224268e-06,0.007830395485956352,[ 0.00123096 -0.00417462],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
133,[-0.0002584   0.00150325],2.326533941224268e-06,0.006976469342544387,[0.00247587 0.00747315],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
134,[-0.0002584   0.00150325],2.326533941224268e-06,0.006215666191414257,[ 0.00061287 -0.00117501],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
135,[0.00035447 0.00032824],2.3339142569408964e-07,0.009864605269694276,[ 2.28172369e-03 -4.88007805e-05],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
136,[0.00035447 0.00032824],2.3339142569408964e-07,0.008788842959943892,[ 0.00056751 -0.00127154],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
137,[0.00035447 0.00032824],2.3339142569408964e-07,0.007830395485956354,[-0.00261063 -0.0029915 ],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
138,[0.00035447 0.00032824],2.3339142569408964e-07,0.006976469342544389,[-0.00220616 -0.00133981],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
139,[0.00035447 0.00032824],2.3339142569408964e-07,0.0062156661914142585,[-6.43262144e-05 -9.79568600e-05],"[[0.1641211  0.11680789]
 [0.11680789 0.24613499]]"
140,[0.00029014 0.00023028],1.3721439657579556e-07,0.009864605269694278,[-0.00076837 -0.00063266],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
141,[0.00029014 0.00023028],1.3721439657579556e-07,0.008788842959943893,[0.00039201 0.00028187],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
142,[0.00029014 0.00023028],1.3721439657579556e-07,0.007830395485956355,[0.00091384 0.00061404],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
143,[0.00029014 0.00023028],1.3721439657579556e-07,0.0069764693425443895,[-0.00090908 -0.00064602],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
144,[0.00029014 0.00023028],1.3721439657579556e-07,0.006215666191414259,[-0.00040078 -0.00022967],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
145,[-1.10632980e-04  6.17283566e-07],1.2240037392491218e-08,0.00986460526969428,[-0.00063288 -0.00054442],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
146,[-1.10632980e-04  6.17283566e-07],1.2240037392491218e-08,0.008788842959943895,[-0.00052165 -0.0003466 ],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
147,[-1.10632980e-04  6.17283566e-07],1.2240037392491218e-08,0.007830395485956355,[-0.0005627  -0.00042088],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
148,[-1.10632980e-04  6.17283566e-07],1.2240037392491218e-08,0.0069764693425443895,[3.05792824e-05 3.69518239e-05],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
149,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.011072041856975147,[-0.00063243 -0.00065846],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
150,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.00986460526969428,[0.00037664 0.00025118],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
151,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.008788842959943895,[0.00054351 0.00041735],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
152,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.007830395485956355,[-0.00048813 -0.00035369],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
153,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.0069764693425443895,[-0.00033615 -0.00023894],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
154,[-8.00536980e-05  3.75691075e-05],7.820032408121342e-09,0.006215666191414259,[9.53265878e-05 8.58946073e-07],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
155,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.00986460526969428,[0.00041329 0.00029666],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
156,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.008788842959943895,[0.00037922 0.00011919],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
157,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.007830395485956355,[-0.00037092 -0.00034792],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
158,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.0069764693425443895,[0.00054782 0.00040491],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
159,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.006215666191414259,[-1.80130999e-05  4.10493764e-06],"[[0.00257473 0.00183865]
 [0.00183865 0.00138444]]"
160,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.005537830714382505,[ 2.72779158e-05 -1.83749825e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
161,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.0049339150586174595,[1.04196267e-05 1.55121551e-06],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
162,[1.52728897e-05 3.84280536e-05],1.709976463779975e-09,0.004395858064499639,[ 1.18260043e-05 -3.05041942e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
163,[2.70988941e-05 7.92385943e-06],7.971376075964997e-10,0.006976469342544391,[ 1.84518463e-05 -1.52875933e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
164,[2.70988941e-05 7.92385943e-06],7.971376075964997e-10,0.006215666191414261,[ 9.01304972e-06 -1.90264592e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
165,[2.70988941e-05 7.92385943e-06],7.971376075964997e-10,0.005537830714382507,[-2.55083149e-05  1.09926621e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
166,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.008788842959943899,[-7.96363427e-05  2.91501134e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
167,[1.59057914e-06 1.89165215e-05],3.603647271044086e-10,0.007830395485956359,[ 2.34847970e-05 -3.97654118e-05],"[[ 1.71890389e-05 -1.18128817e-05]
 [-1.18128817e-05  1.38286739e-05]]"
