,parent,fitness,sigma,sigma_v,covar
1559,[ 3.24714768e-42 -6.26770635e-42],4.9828110957789164e-83,0.0034893750134040334,[-1.10189909e-42  2.48938458e-43],"[[3.52171254e-77 1.68755822e-77]
 [1.68755822e-77 8.78632540e-78]]"
1560,[ 2.14524859e-42 -6.01876789e-42],4.082765847962141e-83,0.005537830714382853,[1.93892741e-42 2.59767515e-44],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1561,[ 2.14524859e-42 -6.01876789e-42],4.082765847962141e-83,0.00493391505861777,[ 4.75081954e-43 -3.69232768e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1562,[ 2.14524859e-42 -6.01876789e-42],4.082765847962141e-83,0.004395858064499916,[ 3.91758240e-43 -1.01126392e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1563,[ 2.14524859e-42 -6.01876789e-42],4.082765847962141e-83,0.003916477664016051,[-7.85902892e-43  3.08171270e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1564,[ 1.35934570e-42 -5.71059662e-42],3.4458734534130755e-83,0.006215666191414651,[3.08838280e-44 1.15694237e-42],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1565,[ 1.39022953e-42 -4.55365425e-42],2.2668505203848304e-83,0.009864605269694902,[1.82980381e-42 9.03673975e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1566,[ 1.39022953e-42 -4.55365425e-42],2.2668505203848304e-83,0.00878884295994445,[8.14778526e-43 5.26698233e-44],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1567,[ 1.39022953e-42 -4.55365425e-42],2.2668505203848304e-83,0.007830395485956852,[ 1.72660174e-43 -5.60970625e-44],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1568,[ 1.39022953e-42 -4.55365425e-42],2.2668505203848304e-83,0.006976469342544832,[-2.12583040e-43 -1.56514773e-42],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1569,[ 1.39022953e-42 -4.55365425e-42],2.2668505203848304e-83,0.006215666191414653,[1.00832854e-42 9.72082244e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1570,[ 2.39855807e-42 -3.58157201e-42],1.8580738849813373e-83,0.009864605269694906,[-1.01174995e-42 -2.37699449e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1571,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.015655672960897076,[ 3.53479652e-42 -3.16185904e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1572,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.013948378807237217,[ 1.64913282e-42 -6.23477557e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1573,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.0124272697721859,[-3.19552266e-42 -9.41291183e-45],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1574,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.011072041856975853,[-6.37399387e-43 -9.40657286e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1575,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.009864605269694909,[-1.29706340e-42 -2.39594373e-42],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1576,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.008788842959944457,[-5.01126736e-44 -2.88836664e-42],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1577,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.007830395485956857,[8.02134251e-43 1.86295959e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1578,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.006976469342544836,[-8.77362384e-43 -8.79710236e-43],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1579,[ 1.38680811e-42 -3.81927146e-42],1.6510071214279386e-83,0.0062156661914146575,[-7.61001434e-45  8.01486845e-45],"[[ 4.57915305e-80 -1.56708096e-80]
 [-1.56708096e-80  3.58868810e-80]]"
1580,[ 1.37919810e-42 -3.81125659e-42],1.6427864188789685e-83,0.00986460526969491,[ 3.70679803e-45 -2.91272331e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1581,[ 1.37919810e-42 -3.81125659e-42],1.6427864188789685e-83,0.008788842959944457,[-2.70652986e-44 -4.88330606e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1582,[ 1.37919810e-42 -3.81125659e-42],1.6427864188789685e-83,0.007830395485956857,[ 2.16687067e-44 -1.38140743e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1583,[ 1.37919810e-42 -3.81125659e-42],1.6427864188789685e-83,0.006976469342544836,[ 7.41028815e-47 -1.50934503e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1584,[ 1.37919810e-42 -3.81125659e-42],1.6427864188789685e-83,0.0062156661914146575,[-1.73653770e-44  3.05236265e-45],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1585,[ 1.36183272e-42 -3.80820423e-42],1.6357007797619556e-83,0.00986460526969491,[ 2.43836550e-45 -5.40046064e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1586,[ 1.36183272e-42 -3.80820423e-42],1.6357007797619556e-83,0.008788842959944457,[-1.35430864e-44 -3.94398201e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1587,[ 1.36183272e-42 -3.80820423e-42],1.6357007797619556e-83,0.007830395485956857,[-2.00926121e-44 -3.48633878e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1588,[ 1.36183272e-42 -3.80820423e-42],1.6357007797619556e-83,0.006976469342544836,[3.94601109e-44 6.62641099e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1589,[ 1.40129283e-42 -3.74194012e-42],1.5965737443787957e-83,0.011072041856975856,[-2.13646492e-44 -4.19654355e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1590,[ 1.40129283e-42 -3.74194012e-42],1.5965737443787957e-83,0.009864605269694912,[5.54416994e-44 1.06423444e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1591,[ 1.40129283e-42 -3.74194012e-42],1.5965737443787957e-83,0.008788842959944459,[-6.19024669e-45  3.85738038e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1592,[ 1.39510259e-42 -3.70336631e-42],1.5661233276538978e-83,0.013948378807237226,[-1.34192386e-44  2.90118835e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1593,[ 1.38168335e-42 -3.67435443e-42],1.5409929348985336e-83,0.022136846936153937,[-4.20052816e-44 -5.53948076e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1594,[ 1.38168335e-42 -3.67435443e-42],1.5409929348985336e-83,0.019722762952095473,[-1.05378158e-44 -5.14916408e-45],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1595,[ 1.38168335e-42 -3.67435443e-42],1.5409929348985336e-83,0.017571941459705125,[-1.19625746e-43 -1.26901037e-43],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1596,[ 1.38168335e-42 -3.67435443e-42],1.5409929348985336e-83,0.015655672960897087,[6.11531762e-44 9.14869306e-45],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1597,[ 1.38168335e-42 -3.67435443e-42],1.5409929348985336e-83,0.013948378807237228,[8.88185212e-44 5.85913042e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1598,[ 1.47050187e-42 -3.61576313e-42],1.5236118726658533e-83,0.022136846936153937,[1.46881564e-43 6.13214926e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1599,[ 1.47050187e-42 -3.61576313e-42],1.5236118726658533e-83,0.019722762952095473,[-4.16925529e-46  1.14616686e-44],"[[2.29546094e-83 1.48939331e-83]
 [1.48939331e-83 1.77919644e-83]]"
1600,[ 1.47008494e-42 -3.60430146e-42],1.5152138733463299e-83,0.03130111324493509,[-9.10207045e-45  3.66644457e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1601,[ 1.46098287e-42 -3.56763701e-42],1.4862504799187253e-83,0.04967659413399556,[ 1.31575365e-44 -4.93078944e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1602,[ 1.46098287e-42 -3.56763701e-42],1.4862504799187253e-83,0.04425922504672993,[ 2.37436656e-45 -5.05374441e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1603,[ 1.46098287e-42 -3.56763701e-42],1.4862504799187253e-83,0.03943263494379844,[-1.36974306e-44 -2.27981017e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1604,[ 1.46098287e-42 -3.56763701e-42],1.4862504799187253e-83,0.03513239775366919,[3.10367149e-45 8.46283943e-46],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1605,[ 1.46098287e-42 -3.56763701e-42],1.4862504799187253e-83,0.0313011132449351,[-1.00620791e-44  1.47006738e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1606,[ 1.45092079e-42 -3.55293634e-42],1.4728527768547942e-83,0.04967659413399557,[-2.35462857e-44  3.02444530e-46],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1607,[ 1.42737451e-42 -3.55263389e-42],1.465860556417356e-83,0.07883949639244979,[-1.03177929e-45  4.93450655e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1608,[ 1.42634273e-42 -3.50328883e-42],1.4307486188977945e-83,0.1251226316894678,[4.70929324e-44 5.25381851e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1609,[ 1.47343566e-42 -3.45075064e-42],1.4078692643922018e-83,0.1985765216328488,[-8.79465098e-45  4.82603904e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1610,[ 1.46464101e-42 -3.40249025e-42],1.372211320409693e-83,0.3151518986722249,[ 2.04278388e-43 -4.63989067e-45],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1611,[ 1.46464101e-42 -3.40249025e-42],1.372211320409693e-83,0.2807837181754944,[-3.95941510e-44 -2.93081356e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1612,[ 1.46464101e-42 -3.40249025e-42],1.372211320409693e-83,0.2501634821957803,[-7.58466894e-44  8.76343392e-45],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1613,[ 1.38879432e-42 -3.39372682e-42],1.3446131381517646e-83,0.39702325201477257,[9.4652622e-44 1.3566409e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1614,[ 1.48344694e-42 -3.25806273e-42],1.2815587569954144e-83,0.630097811466443,[2.47641900e-44 2.61416534e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1615,[ 1.50821113e-42 -2.99664619e-42],1.1254589228730883e-83,1.000000000000072,[ 5.36867068e-44 -6.52595600e-44],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1616,[ 1.50821113e-42 -2.99664619e-42],1.1254589228730883e-83,0.8909472522884748,[-1.53985180e-43 -2.40158052e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1617,[ 1.50821113e-42 -2.99664619e-42],1.1254589228730883e-83,0.7937870063603262,[-1.82108795e-43 -6.36537868e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1618,[ 1.50821113e-42 -2.99664619e-42],1.1254589228730883e-83,0.7072223522189759,[2.14281505e-43 4.86447153e-43],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1619,[ 1.72249264e-42 -2.51019904e-42],9.268080112568437e-84,1.1224009024457486,[ 3.80239041e-45 -4.48329527e-45],"[[1.02309089e-85 5.56665856e-86]
 [5.56665856e-86 4.35673097e-85]]"
1620,[ 1.72249264e-42 -2.51019904e-42],9.268080112568437e-84,1.0000000000000724,[-3.12324507e-44  8.38186602e-44],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1621,[ 1.69126019e-42 -2.42638038e-42],8.74768277271003e-84,1.5870551869920295,[-2.17277298e-43 -6.65817033e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1622,[ 1.69126019e-42 -2.42638038e-42],8.74768277271003e-84,1.4139824580806186,[-4.75205431e-45 -2.23969054e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1623,[ 1.69126019e-42 -2.42638038e-42],8.74768277271003e-84,1.2597837858109402,[-4.63030983e-44  1.94886546e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1624,[ 1.64495709e-42 -2.23149383e-42],7.685448559412567e-84,1.999346391759564,[1.61832288e-43 4.12975889e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1625,[ 1.80678938e-42 -1.81851795e-42],6.571495371198268e-84,3.1730730616355847,[1.68328986e-43 1.10410033e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1626,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,5.03584206117307,[-4.35959355e-44 -4.72001006e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1627,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,4.486669647360554,[ 1.20816681e-43 -1.73175506e-44],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1628,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,3.9973859942416983,[-4.70361061e-43 -1.21165308e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1629,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,3.561460067905818,[-3.59554573e-43 -1.15487396e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1630,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,3.1730730616355856,[2.72116513e-43 1.04105697e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1631,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,2.8270407255746,[-5.08791477e-43 -1.60755201e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1632,[ 1.97511836e-42 -7.14417616e-43],4.411485077185889e-84,2.518744166558125,[6.63821764e-44 2.42455168e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1633,[ 2.04150054e-42 -4.71962449e-43],4.390473004028594e-84,3.9973859942416996,[-3.45883414e-43 -1.06604467e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1634,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,6.344072176570122,[-5.16657940e-43 -1.31059733e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1635,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,5.652233674034507,[4.13084619e-43 3.91242348e-43],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1636,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,5.0358420611730725,[-5.50938766e-43 -2.50778571e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1637,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,4.486669647360556,[-4.16871488e-43 -1.84910301e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1638,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,3.9973859942417005,[8.59657083e-44 1.22385483e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1639,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,3.56146006790582,[-2.64205915e-43 -2.31823358e-42],"[[8.33991979e-87 2.75676090e-86]
 [2.75676090e-86 1.10754527e-85]]"
1640,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,3.173073061635587,[-4.63812872e-43 -3.92864026e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1641,[ 1.69561713e-42 -5.78566916e-43],3.2098571125680467e-84,2.827040725574601,[-2.40996178e-43  1.98462809e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1642,[ 1.45462095e-42 -3.80104107e-43],2.260401233430103e-84,4.486669647360557,[-1.85734963e-42 -6.87419189e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1643,[ 1.45462095e-42 -3.80104107e-43],2.260401233430103e-84,3.9973859942417014,[ 1.21801080e-43 -3.36641057e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1644,[ 1.45462095e-42 -3.80104107e-43],2.260401233430103e-84,3.561460067905821,[ 1.32030037e-43 -8.81657916e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1645,[ 1.45462095e-42 -3.80104107e-43],2.260401233430103e-84,3.1730730616355878,[-4.13079270e-43 -4.83519976e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1646,[ 1.04154168e-42 -8.63624083e-43],1.8306556218480176e-84,5.035842061173075,[6.78075695e-43 5.45365442e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1647,[ 1.04154168e-42 -8.63624083e-43],1.8306556218480176e-84,4.486669647360558,[-7.96890764e-44 -4.63199118e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1648,[ 1.04154168e-42 -8.63624083e-43],1.8306556218480176e-84,3.9973859942417023,[-1.25409290e-42 -9.79167708e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1649,[ 1.04154168e-42 -8.63624083e-43],1.8306556218480176e-84,3.5614600679058217,[-3.13531395e-44  2.57013215e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1650,[ 1.01018854e-42 -6.06610867e-43],1.3884576262218083e-84,5.652233674034512,[-6.94632206e-43 -5.06348004e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1651,[ 1.01018854e-42 -6.06610867e-43],1.3884576262218083e-84,5.035842061173077,[-1.24286037e-42 -3.36163393e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1652,[ 1.01018854e-42 -6.06610867e-43],1.3884576262218083e-84,4.48666964736056,[-1.25201096e-42 -2.07628554e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1653,[ 1.01018854e-42 -6.06610867e-43],1.3884576262218083e-84,3.9973859942417036,[-1.55362116e-43 -1.63146798e-43],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1654,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,6.344072176570128,[4.56716326e-42 1.39186193e-41],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1655,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,5.652233674034513,[3.05754675e-44 2.92398309e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1656,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,5.035842061173079,[1.40674237e-42 4.94625721e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1657,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,4.486669647360562,[5.90201759e-43 7.99740040e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1658,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,3.9973859942417054,[-5.41101402e-43 -4.89916494e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1659,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,3.5614600679058244,[2.97970473e-43 4.49756177e-42],"[[4.30778091e-86 1.98811390e-85]
 [1.98811390e-85 1.22658036e-84]]"
1660,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,3.173073061635591,[9.54376776e-43 3.62128809e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1661,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,2.8270407255746046,[ 3.14792816e-42 -5.18087185e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1662,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,2.518744166558129,[-4.93644143e-43 -3.68462450e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1663,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,2.2440681944124283,[-1.46196299e-43 -1.69848864e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1664,[ 8.54826421e-43 -7.69757666e-43],1.3232550742389015e-84,1.9993463917595682,[-7.39987538e-44  1.71364113e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1665,[ 7.80827667e-43 -5.98393552e-43],9.677666899536527e-85,3.1730730616355913,[-1.04005022e-42  2.64844081e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1666,[ 7.80827667e-43 -5.98393552e-43],9.677666899536527e-85,2.827040725574605,[ 6.40638381e-44 -3.44186845e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1667,[ 7.80827667e-43 -5.98393552e-43],9.677666899536527e-85,2.5187441665581294,[-4.76662319e-43  1.72470259e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1668,[ 7.80827667e-43 -5.98393552e-43],9.677666899536527e-85,2.2440681944124288,[3.74825793e-44 1.28879709e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1669,[ 7.80827667e-43 -5.98393552e-43],9.677666899536527e-85,1.9993463917595686,[-7.95529172e-44  3.24130295e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1670,[ 7.01274750e-43 -2.74263257e-43],5.670066095973372e-85,3.173073061635592,[-3.18250533e-42 -9.15907480e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1671,[ 7.01274750e-43 -2.74263257e-43],5.670066095973372e-85,2.827040725574606,[-7.39069578e-43 -3.25011350e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1672,[ 7.01274750e-43 -2.74263257e-43],5.670066095973372e-85,2.5187441665581303,[-4.91303900e-43 -2.97814611e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1673,[ 2.09970850e-43 -5.72077868e-43],3.713608449166598e-85,3.997385994241708,[-5.87824410e-44  9.63664827e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1674,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,6.344072176570135,[-2.04314180e-42 -3.01569189e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1675,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,5.65223367403452,[-4.53309900e-42  7.30894365e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1676,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,5.035842061173084,[ 3.97555313e-42 -1.92476616e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1677,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,4.486669647360566,[-1.43200567e-42 -4.87396846e-42],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1678,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,3.9973859942417094,[ 3.46007591e-43 -2.49338899e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1679,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,3.561460067905828,[-7.51251247e-43 -5.59008053e-43],"[[ 1.74740314e-85 -6.79578990e-86]
 [-6.79578990e-86  5.88391684e-85]]"
1680,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,3.173073061635594,[-3.10174585e-43  2.26038948e-42],"[[ 3.64416728e-85 -7.68970843e-86]
 [-7.68970843e-86  1.21202471e-85]]"
1681,[1.51188409e-43 3.91586959e-43],1.7619828151462628e-85,2.8270407255746077,[-1.18360130e-43 -6.35543374e-45],"[[ 3.64416728e-85 -7.68970843e-86]
 [-7.68970843e-86  1.21202471e-85]]"
1682,[3.28282790e-44 3.85231525e-43],1.4948102402197185e-85,4.486669647360567,[ 5.41917971e-43 -1.10749638e-42],"[[ 3.64416728e-85 -7.68970843e-86]
 [-7.68970843e-86  1.21202471e-85]]"
