,sigmas,parents,best_fit
0,1.0,[4.18102938 8.59857121],91.41643363468643
1,1.3955399961869477,[1.26198818 7.43256244],56.835598634080945
2,1.5684534107807602,[1.54227904 3.34009981],13.534891387166807
3,1.7406047101552153,[-0.81941747  3.44196255],12.518551162124005
4,2.947766429349234,[-0.12602621 -1.72213715],2.9816389780514942
5,2.947766429349234,[-0.12602621 -1.72213715],2.9816389780514942
6,2.947766429349234,[-0.12602621 -1.72213715],2.9816389780514942
7,2.947766429349234,[-0.12602621 -1.72213715],2.9816389780514942
8,1.1285006800925454,[-0.93495412 -1.08316472],2.0473850139674017
9,0.6176877575512053,[ 0.19341743 -0.49407014],0.2815156082368785
10,0.6176877575512053,[ 0.19341743 -0.49407014],0.2815156082368785
11,0.6176877575512053,[ 0.19341743 -0.49407014],0.2815156082368785
12,0.6176877575512053,[ 0.19341743 -0.49407014],0.2815156082368785
13,0.47253390434470355,[0.10458909 0.24608934],0.0714988427238934
14,0.19900254625192623,[ 0.06045094 -0.04310611],0.005512452796477859
15,0.050359207055822926,[ 0.00636564 -0.03165667],0.0010426660417558527
16,0.050359207055822926,[ 0.00636564 -0.03165667],0.0010426660417558527
17,0.020173948602418976,[ 0.01881831 -0.01457678],0.0005666114408285554
18,0.00916428789234831,[ 0.00845847 -0.01768847],0.0003844276979192583
19,0.017626931817267183,[-0.00111513 -0.00914216],8.482268896193375e-05
20,0.017626931817267183,[-0.00111513 -0.00914216],8.482268896193375e-05
21,0.012039678497837285,[ 6.19490481e-05 -6.44701093e-03],4.1567787609686275e-05
22,0.004906464669045903,[ 0.00234963 -0.00085465],6.251216175023611e-06
23,0.004906464669045903,[ 0.00234963 -0.00085465],6.251216175023611e-06
24,0.004906464669045903,[ 0.00234963 -0.00085465],6.251216175023611e-06
25,0.0018053354728757702,[-0.00026909  0.00177865],3.2360116119231718e-06
26,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
27,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
28,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
29,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
30,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
31,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
32,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
33,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
34,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
35,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
36,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
37,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
38,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
39,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
40,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
41,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
42,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
43,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
44,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
45,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
46,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
47,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
48,0.0033734965450044896,[-2.75251709e-04 -4.23670891e-05],7.75584737745502e-08
