,sigmas,parents,best_fit
0,1.0,[4.9782269  7.56867438],29648.24233612556
1,1.140868793731427,[2.65161306 9.51210462],618.2901243846698
2,0.2766142523769584,[2.85004447 9.55246227],207.82937778603494
3,0.3049276460092231,[3.00232722 9.90138954],82.76088418964427
4,0.09061682675651099,[ 3.1444852  10.00245472],5.913680943956519
5,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
6,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
7,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
8,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
9,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
10,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
11,0.047227532330081964,[3.14741023 9.92940437],4.665256043204764
12,0.03984490836426489,[3.15455551 9.95121378],4.642109465103478
13,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
14,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
15,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
16,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
17,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
18,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
19,0.02096016181620721,[3.14874657 9.9228919 ],4.62397915500164
20,0.013582987140203793,[3.14979625 9.92323866],4.6220328722163035
21,0.013582987140203793,[3.14979625 9.92323866],4.6220328722163035
22,0.013582987140203793,[3.14979625 9.92323866],4.6220328722163035
23,0.008914697686511982,[3.14838487 9.91715135],4.61788471131648
24,0.008914697686511982,[3.14838487 9.91715135],4.61788471131648
25,0.008914697686511982,[3.14838487 9.91715135],4.61788471131648
26,0.0032033192707472996,[3.14877421 9.91472465],4.617230916705968
27,0.0030319593561505273,[3.14739057 9.90971868],4.612619443245749
28,0.0030319593561505273,[3.14739057 9.90971868],4.612619443245749
29,0.0022345006013151938,[3.14744318 9.90719667],4.611575923676008
30,0.0048360983509216655,[3.14494801 9.89866767],4.607153551998246
31,0.0048360983509216655,[3.14494801 9.89866767],4.607153551998246
32,0.00477955883510429,[3.14529279 9.89002636],4.603087896094715
33,0.007393501812516468,[3.14441093 9.8854591 ],4.5988445580529795
34,0.007393501812516468,[3.14441093 9.8854591 ],4.5988445580529795
35,0.007393501812516468,[3.14441093 9.8854591 ],4.5988445580529795
36,0.002637588254710738,[3.14162665 9.88080162],4.598628657223283
37,0.00271449539037022,[3.14216834 9.87843327],4.59160105290882
38,0.00271449539037022,[3.14216834 9.87843327],4.59160105290882
39,0.001999185472955757,[3.14215124 9.87835342],4.591556659667692
40,0.001999185472955757,[3.14215124 9.87835342],4.591556659667692
41,0.001999185472955757,[3.14215124 9.87835342],4.591556659667692
42,0.0006746450363348377,[3.14222373 9.87786105],4.590963849486578
43,0.00027962229177794305,[3.14241933 9.87787794],4.590908421620133
44,0.00027962229177794305,[3.14241933 9.87787794],4.590908421620133
45,0.0004032379340071977,[3.14251536 9.8775616 ],4.590838117490543
46,0.0004032379340071977,[3.14251536 9.8775616 ],4.590838117490543
47,0.00029124040931983997,[3.14233319 9.87716258],4.590435225931787
48,0.00029124040931983997,[3.14233319 9.87716258],4.590435225931787
49,0.00019156127985574424,[3.14229203 9.87707273],4.590359799539456
50,0.00011911857006774075,[3.14225532 9.87704324],4.590330253479146
51,9.840100144054055e-05,[3.14219197 9.87686552],4.590208041087915
52,0.0001672171068677743,[3.14223063 9.87676812],4.590147341134378
53,0.000136026252964903,[3.14214834 9.87670386],4.590101039340015
54,0.00012112110085654131,[3.14224915 9.87648365],4.589989828511387
55,0.0001268981834614791,[3.14222931 9.87636788],4.589909750170395
56,0.0003157977725227639,[3.14225152 9.87560455],4.589587506459299
57,0.0003157977725227639,[3.14225152 9.87560455],4.589587506459299
58,0.0002609851946998936,[3.14208973 9.87530733],4.5892137770199914
59,0.0001829423027312159,[3.14206857 9.87505838],4.589064639300716
60,0.0003029420257543954,[3.14204611 9.87484185],4.588931837225807
61,0.0007426622199083181,[3.14198112 9.87445448],4.588663505615974
62,0.0007426622199083181,[3.14198112 9.87445448],4.588663505615974
63,0.0004545827643160029,[3.14185663 9.87373542],4.588161069987664
64,0.00028105244904261565,[3.14184624 9.87364403],4.588103725017839
65,0.00013438621095406865,[3.14173128 9.87348841],4.587920678544345
66,5.8551390050599244e-05,[3.14168226 9.87341411],4.587857001412725
67,7.62083238964126e-05,[3.14160812 9.8733544 ],4.587819644884112
68,0.0001294037864742701,[3.14163414 9.87323333],4.587731306310601
69,0.00022757093282296768,[3.14159424 9.87306027],4.58761331018789
70,0.0001928575708418233,[3.1417024  9.87272502],4.587480168545358
71,6.358393336394142e-05,[3.1416938  9.87269031],4.587452765917817
72,3.31866263578351e-05,[3.14167283 9.87267321],4.5874204539190595
