,parent,fitness,sigma,sigma_v,covar
0,[8.7878962  5.89998082],112.03689332727635,1.0,[-0.35803551  1.29308647],"[[1. 0.]
 [0. 1.]]"
1,[8.7878962  5.89998082],112.03689332727635,0.8909472522884108,[ 2.36530800e-04 -1.06641975e+00],"[[1. 0.]
 [0. 1.]]"
2,[8.78813273 4.83356107],100.59458952912739,1.4139824580805163,[-2.13989602  2.15045895],"[[1. 0.]
 [0. 1.]]"
3,[6.64823671 6.98402002],92.97558698126824,2.244068194412261,[ 2.94287981 -2.95872772],"[[1. 0.]
 [0. 1.]]"
4,[6.64823671 6.98402002],92.97558698126824,1.999346391759419,[-1.8153489  -0.25008783],"[[1. 0.]
 [0. 1.]]"
5,[4.83288781 6.73393219],68.70264726950147,3.1730730616353546,[-4.52364222 -2.64807977],"[[1. 0.]
 [0. 1.]]"
6,[0.30924559 4.08585241],16.789822771909844,5.035842061172705,[-7.88401528 12.03853837],"[[1. 0.]
 [0. 1.]]"
7,[0.30924559 4.08585241],16.789822771909844,4.4866696473602286,[3.02365645 0.40019178],"[[1. 0.]
 [0. 1.]]"
8,[0.30924559 4.08585241],16.789822771909844,3.9973859942414083,[0.8747449  0.34278363],"[[1. 0.]
 [0. 1.]]"
9,[0.30924559 4.08585241],16.789822771909844,3.5614600679055597,[1.97339654 2.17220004],"[[1. 0.]
 [0. 1.]]"
10,[0.30924559 4.08585241],16.789822771909844,3.173073061635355,[-5.3861461  -3.14180806],"[[1. 0.]
 [0. 1.]]"
11,[0.30924559 4.08585241],16.789822771909844,2.8270407255743946,[ 1.31242663 -0.70386245],"[[1. 0.]
 [0. 1.]]"
12,[1.62167222 3.38198996],14.067676868600813,4.486669647360229,[ 0.56367668 -4.97665518],"[[1. 0.]
 [0. 1.]]"
13,[ 2.1853489  -1.59466522],7.318706981537751,7.120592336162237,[-1.61058914  5.85108524],"[[1. 0.]
 [0. 1.]]"
14,[ 2.1853489  -1.59466522],7.318706981537751,6.344072176569661,[ 2.38098703 -5.2428541 ],"[[1. 0.]
 [0. 1.]]"
15,[ 2.1853489  -1.59466522],7.318706981537751,5.652233674034097,[-2.60736883 -8.35855489],"[[1. 0.]
 [0. 1.]]"
16,[ 2.1853489  -1.59466522],7.318706981537751,5.0358420611727075,[  0.17664784 -16.0226882 ],"[[1. 0.]
 [0. 1.]]"
17,[ 2.1853489  -1.59466522],7.318706981537751,4.48666964736023,[2.36651556 2.09322256],"[[1. 0.]
 [0. 1.]]"
18,[ 2.1853489  -1.59466522],7.318706981537751,3.99738599424141,[1.04882032 1.49204273],"[[1. 0.]
 [0. 1.]]"
19,[ 2.1853489  -1.59466522],7.318706981537751,3.5614600679055615,[-1.30018559 -2.73721536],"[[1. 0.]
 [0. 1.]]"
20,[ 2.1853489  -1.59466522],7.318706981537751,3.173073061635357,[-23.70039268  -7.89677207],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
21,[ 2.1853489  -1.59466522],7.318706981537751,2.8270407255743963,[-10.46499778   3.0475426 ],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
22,[ 2.1853489  -1.59466522],7.318706981537751,2.5187441665579433,[3.49400095 2.63866405],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
23,[ 2.1853489  -1.59466522],7.318706981537751,2.2440681944122627,[-5.06656664  1.0950852 ],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
24,[ 2.1853489  -1.59466522],7.318706981537751,1.9993463917594205,[-4.01849946 -1.78962183],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
25,[ 2.1853489  -1.59466522],7.318706981537751,1.7813121741108042,[-10.18754457  -5.53085113],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
26,[ 2.1853489  -1.59466522],7.318706981537751,1.5870551869919163,[ 1.50063803 -0.91153027],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
27,[ 2.1853489  -1.59466522],7.318706981537751,1.4139824580805178,[0.72754048 3.45519681],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
28,[ 2.1853489  -1.59466522],7.318706981537751,1.2597837858108503,[2.14924273 2.01662107],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
29,[ 2.1853489  -1.59466522],7.318706981537751,1.122400902445669,[-3.00130658 -1.6127615 ],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
30,[ 2.1853489  -1.59466522],7.318706981537751,1.0000000000000013,[1.0331384  2.42178342],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
31,[ 2.1853489  -1.59466522],7.318706981537751,0.890947252288412,[-2.33504219 -2.88687418],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
32,[ 2.1853489  -1.59466522],7.318706981537751,0.7937870063602701,[-2.67907257 -0.34998141],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
33,[-0.49372367 -1.94464663],4.025413559717957,1.2597837858108507,[-4.88301902  1.3181326 ],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
34,[-0.49372367 -1.94464663],4.025413559717957,1.1224009024456691,[-0.42158212  2.27147363],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
35,[-0.91530578  0.326827  ],0.9446005634011494,1.7813121741108053,[-11.80225687  -9.21975936],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
36,[-0.91530578  0.326827  ],0.9446005634011494,1.5870551869919172,[ 5.87887989 11.07338013],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
37,[-0.91530578  0.326827  ],0.9446005634011494,1.4139824580805185,[-3.19498537 -1.70095707],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
38,[-0.91530578  0.326827  ],0.9446005634011494,1.259783785810851,[-1.31582607 -1.19918858],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
39,[-0.91530578  0.326827  ],0.9446005634011494,1.1224009024456694,[-5.44757599 -1.46139762],"[[10.63587463  5.08973975]
 [ 5.08973975  9.74662207]]"
40,[-0.91530578  0.326827  ],0.9446005634011494,1.0000000000000018,[-0.12169834  2.31629953],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
41,[-0.91530578  0.326827  ],0.9446005634011494,0.8909472522884123,[ 0.96886627 -0.50221664],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
42,[ 0.05356049 -0.17538964],0.033630253098448984,1.413982458080519,[-7.01345564  0.30506026],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
43,[ 0.05356049 -0.17538964],0.033630253098448984,1.2597837858108514,[ 7.05088925 10.37553463],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
44,[ 0.05356049 -0.17538964],0.033630253098448984,1.1224009024456698,[2.83113451 4.12214634],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
45,[ 0.05356049 -0.17538964],0.033630253098448984,1.000000000000002,[-3.11443504 -5.5590776 ],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
46,[ 0.05356049 -0.17538964],0.033630253098448984,0.8909472522884125,[-0.59418765 -0.22340904],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
47,[ 0.05356049 -0.17538964],0.033630253098448984,0.7937870063602707,[-1.57051049 -3.95324411],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
48,[ 0.05356049 -0.17538964],0.033630253098448984,0.7072223522189264,[4.38844978 4.91590474],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
49,[ 0.05356049 -0.17538964],0.033630253098448984,0.6300978114663991,[-1.97447566 -2.36762689],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
50,[ 0.05356049 -0.17538964],0.033630253098448984,0.5613839137989294,[-1.22048029 -0.97934367],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
51,[ 0.05356049 -0.17538964],0.033630253098448984,0.5001634554780702,[3.33924652 2.34512289],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
52,[ 0.05356049 -0.17538964],0.033630253098448984,0.4456192563532635,[-0.35322415 -1.08128805],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
53,[ 0.05356049 -0.17538964],0.033630253098448984,0.39702325201474503,[-1.34027781 -1.49806758],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
54,[ 0.05356049 -0.17538964],0.033630253098448984,0.3537267754771463,[-1.33537759 -0.22988735],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
55,[ 0.05356049 -0.17538964],0.033630253098448984,0.3151518986722031,[-1.57800281 -2.77098725],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
56,[ 0.05356049 -0.17538964],0.033630253098448984,0.28078371817547504,[0.81348631 1.30795962],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
57,[ 0.05356049 -0.17538964],0.033630253098448984,0.250163482195763,[-1.20428326 -2.0019079 ],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
58,[ 0.05356049 -0.17538964],0.033630253098448984,0.2228824670852158,[-0.62060877 -0.3814417 ],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
59,[ 0.05356049 -0.17538964],0.033630253098448984,0.19857652163283518,[0.63900665 0.26075636],"[[12.48285307  8.55358187]
 [ 8.55358187 12.43285586]]"
60,[ 0.05356049 -0.17538964],0.033630253098448984,0.17692120631776467,[0.99501462 1.25328217],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
61,[ 0.05356049 -0.17538964],0.033630253098448984,0.15762746264036345,[0.13393641 0.49185802],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
62,[ 0.05356049 -0.17538964],0.033630253098448984,0.14043775472462594,[-0.44539216 -0.61109475],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
63,[ 0.05356049 -0.17538964],0.033630253098448984,0.12512263168945925,[-0.00156815 -0.12910285],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
64,[ 0.05356049 -0.17538964],0.033630253098448984,0.11147766490281855,[-0.36928708  0.03652611],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
65,[ 0.05356049 -0.17538964],0.033630253098448984,0.09932071923669439,[-0.18719208 -0.47999917],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
66,[ 0.05356049 -0.17538964],0.033630253098448984,0.08848952189924157,[-0.1560755   0.28773545],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
67,[-0.10251501  0.11234581],0.023130908255972804,0.14043775472462597,[-0.13989975  0.20333943],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
68,[-0.10251501  0.11234581],0.023130908255972804,0.12512263168945928,[ 0.01667962 -0.12772602],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
69,[-0.08583539 -0.01538021],0.007604264974158203,0.19857652163283526,[0.54002239 0.18468898],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
70,[-0.08583539 -0.01538021],0.007604264974158203,0.17692120631776473,[ 0.23146845 -0.10654298],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
71,[-0.08583539 -0.01538021],0.007604264974158203,0.1576274626403635,[-0.60568359  0.1983296 ],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
72,[-0.08583539 -0.01538021],0.007604264974158203,0.140437754724626,[ 0.52024373 -0.04935435],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
73,[-0.08583539 -0.01538021],0.007604264974158203,0.1251226316894593,[0.30581635 0.42570541],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
74,[-0.08583539 -0.01538021],0.007604264974158203,0.1114776649028186,[ 0.33767731 -0.06039081],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
75,[-0.08583539 -0.01538021],0.007604264974158203,0.09932071923669444,[ 0.03937493 -0.29433208],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
76,[-0.08583539 -0.01538021],0.007604264974158203,0.08848952189924161,[-0.05604608  0.21198096],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
77,[-0.08583539 -0.01538021],0.007604264974158203,0.07883949639244446,[-0.40316106 -0.00302959],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
78,[-0.08583539 -0.01538021],0.007604264974158203,0.07024183268265047,[ 0.00783592 -0.1051202 ],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
79,[-0.08583539 -0.01538021],0.007604264974158203,0.06258176782430973,[-0.20650161 -0.38367871],"[[11.80515752  8.43210473]
 [ 8.43210473 11.89632442]]"
80,[-0.08583539 -0.01538021],0.007604264974158203,0.055757054086420024,[-0.11615553 -0.04695193],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
81,[-0.08583539 -0.01538021],0.007604264974158203,0.049676594133992225,[-0.13769513 -0.25906289],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
82,[-0.08583539 -0.01538021],0.007604264974158203,0.044259225046726955,[-0.12366563 -0.33634302],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
83,[-0.08583539 -0.01538021],0.007604264974158203,0.039432634943795786,[-0.01058635 -0.06198448],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
84,[-0.08583539 -0.01538021],0.007604264974158203,0.035132397753666826,[ 0.0097084  -0.00546671],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
85,[-0.07612699 -0.02084692],0.006229912984565618,0.05575705408642003,[ 0.00689433 -0.01861593],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
86,[-0.07612699 -0.02084692],0.006229912984565618,0.04967659413399223,[-0.07699717 -0.05387421],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
87,[-0.07612699 -0.02084692],0.006229912984565618,0.04425922504672696,[-0.00601116 -0.13301019],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
88,[-0.07612699 -0.02084692],0.006229912984565618,0.03943263494379579,[0.08499308 0.06193977],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
89,[0.00886608 0.04109285],0.0017672297990858163,0.06258176782430974,[-0.24433764 -0.39631256],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
90,[0.00886608 0.04109285],0.0017672297990858163,0.05575705408642004,[0.02570145 0.06191299],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
91,[0.00886608 0.04109285],0.0017672297990858163,0.04967659413399224,[-0.01373777 -0.00405808],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
92,[-0.00487168  0.03703477],0.0013953076122188502,0.0788394963924445,[-0.25054273 -0.34757052],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
93,[-0.00487168  0.03703477],0.0013953076122188502,0.0702418326826505,[0.19618078 0.17677971],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
94,[-0.00487168  0.03703477],0.0013953076122188502,0.06258176782430974,[-0.139518   -0.19672349],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
95,[-0.00487168  0.03703477],0.0013953076122188502,0.05575705408642004,[-0.16161855 -0.32231537],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
96,[-0.00487168  0.03703477],0.0013953076122188502,0.04967659413399224,[ 0.01027318 -0.05762077],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
97,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.0788394963924445,[0.1469991  0.24829758],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
98,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.0702418326826505,[ 0.2229937 -0.074631 ],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
99,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.06258176782430974,[-0.02268016 -0.02799297],"[[ 6.26767385  6.41461583]
 [ 6.41461583 10.74519713]]"
100,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.05575705408642004,[-0.01735478  0.04401939],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
101,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.04967659413399224,[-0.04159437  0.00175418],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
102,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.04425922504672697,[-0.04408649  0.05774485],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
103,[ 0.0054015 -0.020586 ],0.0004529594660580682,0.0394326349437958,[-0.00504541  0.00497977],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
104,[ 0.00035609 -0.01560623],0.00024368127513976502,0.06258176782430976,[-0.08604951 -0.0468372 ],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
105,[ 0.00035609 -0.01560623],0.00024368127513976502,0.05575705408642005,[-0.06621063 -0.00431209],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
106,[ 0.00035609 -0.01560623],0.00024368127513976502,0.04967659413399225,[ 0.03253137 -0.06641097],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
107,[ 0.00035609 -0.01560623],0.00024368127513976502,0.04425922504672698,[-0.01100598 -0.07694352],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
108,[ 0.00035609 -0.01560623],0.00024368127513976502,0.03943263494379581,[ 0.01407579 -0.00037618],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
109,[ 0.00035609 -0.01560623],0.00024368127513976502,0.035132397753666854,[-0.02651871  0.01110137],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
110,[ 0.00035609 -0.01560623],0.00024368127513976502,0.03130111324493302,[ 0.01164611 -0.01952084],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
111,[ 0.00035609 -0.01560623],0.00024368127513976502,0.027887640839141453,[ 0.01872384 -0.01218448],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
112,[ 0.00035609 -0.01560623],0.00024368127513976502,0.024846416978439145,[ 0.00161129 -0.00393413],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
113,[ 0.00035609 -0.01560623],0.00024368127513976502,0.022136846936152473,[-0.02094051  0.06200491],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
114,[ 0.00035609 -0.01560623],0.00024368127513976502,0.01972276295209417,[ 0.026764   -0.01707254],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
115,[ 0.00035609 -0.01560623],0.00024368127513976502,0.017571941459703963,[ 0.02253278 -0.00957825],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
116,[ 0.00035609 -0.01560623],0.00024368127513976502,0.015655672960896053,[-1.63888935e-03  9.82314192e-05],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
117,[-0.0012828 -0.015508 ],0.00024214365266414756,0.02484641697843915,[ 0.02139843 -0.01233138],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
118,[-0.0012828 -0.015508 ],0.00024214365266414756,0.022136846936152477,[ 0.03134754 -0.01358239],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
119,[-0.0012828 -0.015508 ],0.00024214365266414756,0.019722762952094172,[-2.05147906e-03 -3.68956335e-05],"[[ 0.65010343 -0.29497866]
 [-0.29497866  0.60221898]]"
120,[-0.0012828 -0.015508 ],0.00024214365266414756,0.017571941459703967,[-0.00808707  0.0040928 ],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
121,[-0.00936987 -0.0114152 ],0.00021810109618662331,0.027887640839141456,[ 1.01303242e-02 -8.03593786e-06],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
122,[ 0.00076046 -0.01142323],0.00013106853800872514,0.044259225046727003,[-0.00331126 -0.00027028],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
123,[ 0.00076046 -0.01142323],0.00013106853800872514,0.039432634943795834,[ 0.00289178 -0.00442542],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
124,[ 0.00076046 -0.01142323],0.00013106853800872514,0.03513239775366687,[0.00272555 0.00191266],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
125,[ 0.00348601 -0.00951057],0.00010260321526345029,0.055757054086420094,[-0.0204987   0.00454535],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
126,[ 0.00348601 -0.00951057],0.00010260321526345029,0.04967659413399229,[ 0.01970168 -0.00873359],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
127,[ 0.00348601 -0.00951057],0.00010260321526345029,0.04425922504672701,[-0.01623356  0.00920963],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
128,[ 0.00348601 -0.00951057],0.00010260321526345029,0.03943263494379584,[0.00069631 0.00108634],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
129,[ 0.00418232 -0.00842423],8.845954391182658e-05,0.06258176782430983,[-0.00430575 -0.00035998],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
130,[-0.00012342 -0.00878421],7.717756481720266e-05,0.09932071923669462,[ 0.04106667 -0.01609083],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
131,[-0.00012342 -0.00878421],7.717756481720266e-05,0.08848952189924178,[-0.00289884  0.00295664],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
132,[-0.00302227 -0.00582757],4.309462216977064e-05,0.1404377547246263,[ 0.0248616  -0.00734975],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
133,[-0.00302227 -0.00582757],4.309462216977064e-05,0.12512263168945958,[-0.01644582 -0.00264606],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
134,[-0.00302227 -0.00582757],4.309462216977064e-05,0.11147766490281885,[ 0.02988346 -0.01259945],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
135,[-0.00302227 -0.00582757],4.309462216977064e-05,0.09932071923669467,[ 0.0158128  -0.01130408],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
136,[-0.00302227 -0.00582757],4.309462216977064e-05,0.08848952189924181,[ 0.01570171 -0.00776984],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
137,[-0.00302227 -0.00582757],4.309462216977064e-05,0.07883949639244464,[-0.02772873  0.01445241],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
138,[-0.00302227 -0.00582757],4.309462216977064e-05,0.07024183268265062,[-0.00571496  0.0059765 ],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
139,[-0.00302227 -0.00582757],4.309462216977064e-05,0.06258176782430985,[-0.0003435   0.00040022],"[[ 0.08216908 -0.03207493]
 [-0.03207493  0.01648749]]"
140,[-0.00336576 -0.00542734],4.078443460841882e-05,0.09932071923669467,[ 0.00042278 -0.00202502],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
141,[-0.00336576 -0.00542734],4.078443460841882e-05,0.08848952189924181,[-2.19813777e-05 -8.60216900e-04],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
142,[-0.00336576 -0.00542734],4.078443460841882e-05,0.07883949639244464,[-0.00020848 -0.00063632],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
143,[-0.00336576 -0.00542734],4.078443460841882e-05,0.07024183268265062,[0.00012158 0.00112758],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
144,[-0.00324418 -0.00429976],2.9012648773668116e-05,0.11147766490281887,[-0.00042026  0.00253873],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
145,[-0.00366444 -0.00176103],1.6529351299489624e-05,0.1769212063177652,[ 0.00102999 -0.00130258],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
146,[-0.00263445 -0.00306361],1.632603192939409e-05,0.280783718175476,[ 0.00067854 -0.00402087],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
147,[-0.00263445 -0.00306361],1.632603192939409e-05,0.25016348219576384,[ 0.00154776 -0.00455459],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
148,[-0.00263445 -0.00306361],1.632603192939409e-05,0.22288246708521656,[-0.00107439  0.00407833],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
149,[-0.00370884  0.00101473],1.4785196407267394e-05,0.35372677547714765,[-0.00103087  0.00523391],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
150,[-0.00370884  0.00101473],1.4785196407267394e-05,0.3151518986722043,[ 0.00058152 -0.00257434],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
151,[-0.00312732 -0.00155961],1.2212536062052018e-05,0.5001634554780722,[-0.00135412  0.00212025],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
152,[-0.00312732 -0.00155961],1.2212536062052018e-05,0.44561925635326527,[0.00072198 0.00256761],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
153,[-0.00240535  0.00100799],6.801737192970716e-06,0.7072223522189294,[-5.22522847e-05  3.57645899e-03],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
154,[-0.00240535  0.00100799],6.801737192970716e-06,0.6300978114664018,[-0.00291725 -0.00986351],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
155,[-0.00240535  0.00100799],6.801737192970716e-06,0.5613839137989317,[-3.69011039e-06 -2.58187981e-02],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
156,[-0.00240535  0.00100799],6.801737192970716e-06,0.5001634554780723,[ 0.00057471 -0.01506742],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
157,[-0.00240535  0.00100799],6.801737192970716e-06,0.4456192563532654,[ 0.00046985 -0.00160751],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
158,[-0.0019355  -0.00059951],4.105557753257033e-06,0.7072223522189296,[-0.00277176  0.0002119 ],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
159,[-0.0019355  -0.00059951],4.105557753257033e-06,0.630097811466402,[ 0.0010963  -0.00379592],"[[ 1.99819627e-05 -2.89007666e-05]
 [-2.89007666e-05  2.58004649e-04]]"
160,[-0.0019355  -0.00059951],4.105557753257033e-06,0.5613839137989319,[ 0.00012184 -0.00269428],"[[ 1.14252406e-06 -1.61126096e-06]
 [-1.61126096e-06  1.00603067e-05]]"
